192,126,194
186,112,114
186,184,112
182,108,110
214,146,148
209,143,141
165,93,91
87,85,86
164,90,92
90,46,92
122,1,24
122,24,124
122,120,61
122,124,120
191,119,117
195,129,127
215,149,147
244,180,182
161,86,88
165,91,163
193,121,119
193,127,125
161,88,162
161,87,86
215,217,149
216,148,150
193,125,121
195,197,129
198,196,130
217,151,149
200,132,134
210,142,144
196,128,130
194,128,196
173,99,171
209,211,143
191,193,119
187,115,113
162,88,90
206,204,138
212,144,146
212,210,144
242,178,180
208,140,142
176,102,104
211,145,143
181,183,109
203,205,137
185,111,183
245,183,181
172,98,100
164,92,166
283,223,221
216,150,218
200,198,132
184,110,112
224,156,158
217,219,151
186,114,188
184,182,110
188,114,116
190,188,116
212,146,214
213,147,145
176,104,178
177,103,175
282,220,222
224,158,159
264,202,204
242,240,178
179,181,107
264,262,202
261,201,199
197,131,129
170,96,98
170,98,172
208,142,210
211,213,145
236,172,174
225,163,161
197,199,131
195,127,193
216,214,148
215,147,213
265,205,203
249,187,185
247,185,183
209,141,207
272,210,212
274,212,214
283,284,223
282,222,284
202,134,136
202,200,134
282,280,220
266,204,206
273,213,211
274,272,212
267,207,205
234,170,172
256,194,196
252,188,190
165,167,93
166,92,94
256,254,194
202,136,204
242,180,244
239,177,175
222,154,156
222,220,154
264,204,266
258,196,198
163,91,89
169,171,97
189,117,115
189,191,117
273,211,271
280,218,220
237,175,173
164,162,90
233,171,169
235,173,171
311,261,259
307,251,249
161,89,87
161,163,89
281,221,219
222,156,224
235,237,173
267,205,265
275,215,213
239,175,237
166,94,168
225,161,162
255,195,193
189,115,187
226,162,164
234,232,170
247,183,245
258,256,196
260,198,200
250,186,188
278,216,218
328,276,278
270,208,210
232,168,170
250,248,186
190,118,192
232,230,168
226,164,228
255,193,191
309,257,253
225,162,226
228,164,166
251,189,187
270,210,272
228,166,230
230,166,168
304,246,248
304,302,246
248,184,186
246,182,184
329,279,277
335,259,257
263,203,201
253,257,255
269,209,207
269,271,209
254,192,194
254,190,192
246,244,182
231,169,167
231,233,169
229,167,165
276,214,216
276,216,278
238,174,176
311,313,261
229,231,167
286,228,230
241,179,177
277,217,215
238,176,240
271,211,209
252,190,254
252,250,188
227,165,163
287,231,229
275,213,273
268,206,208
289,233,231
227,163,225
258,198,260
310,258,260
268,208,270
235,171,233
227,229,165
227,225,226
268,266,206
323,273,271
257,197,195
257,195,255
305,249,247
259,199,197
279,219,217
279,217,277
238,236,174
240,176,178
247,249,185
269,207,267
275,277,215
274,214,276
295,239,237
294,236,238
263,201,261
263,265,203
253,191,189
253,255,191
306,248,250
252,254,256
328,326,276
241,243,179
262,200,202
262,260,200
241,177,239
320,268,270
321,271,269
294,292,236
321,323,271
234,172,236
280,278,218
281,283,221
313,263,261
299,243,241
243,181,179
243,245,181
322,270,272
319,269,267
246,184,248
322,320,270
319,321,269
322,272,324
284,224,223
284,222,224
371,323,321
301,245,243
289,231,287
310,260,312
318,266,268
299,301,243
327,277,275
283,282,284
251,187,249
251,253,189
331,281,279
281,219,279
259,261,199
259,197,257
288,230,232
288,286,230
304,248,306
334,256,258
359,309,307
305,307,249
327,329,277
330,278,280
298,240,242
285,226,228
331,279,329
330,328,278
300,242,244
300,298,242
292,234,236
285,228,286
297,241,239
290,232,234
344,292,294
291,235,233
285,227,226
333,229,227
312,260,262
318,316,266
296,238,240
296,294,238
326,274,276
345,295,293
290,288,232
290,234,292
376,326,328
376,328,378
334,308,256
302,244,246
289,291,233
345,293,343
339,289,287
339,341,289
333,227,285
333,287,229
325,275,273
325,327,275
316,264,266
316,314,264
314,262,264
312,262,314
337,339,287
317,267,265
363,315,313
355,305,303
385,343,341
345,347,295
335,257,309
377,329,327
293,237,235
315,265,263
309,253,251
309,251,307
302,300,244
356,304,306
297,299,241
318,268,320
324,272,274
324,274,326
350,298,300
360,310,312
308,250,252
308,306,250
296,240,298
366,316,318
332,280,282
332,330,280
319,267,317
341,291,289
315,317,265
315,263,313
303,247,245
335,309,359
297,239,295
353,303,301
303,305,247
303,245,301
336,283,281
336,332,283
376,374,326
416,376,378
365,317,315
351,301,299
351,353,301
355,303,353
349,299,297
365,367,317
325,273,323
367,319,317
412,372,374
369,321,319
293,295,237
293,235,291
374,324,326
372,322,324
366,364,316
356,306,358
332,282,283
445,417,415
354,302,304
347,297,295
346,294,296
346,296,348
308,252,256
354,304,356
352,300,302
358,306,308
365,315,363
374,372,324
337,285,286
346,344,294
357,305,355
361,313,311
348,296,298
362,312,314
362,360,312
348,298,350
336,281,331
380,330,332
334,258,310
358,310,360
366,318,368
370,320,322
384,340,342
340,288,290
369,371,321
349,351,299
340,290,342
342,290,292
370,322,372
368,318,320
395,353,351
368,320,370
357,307,305
361,363,313
343,293,291
343,291,341
364,314,316
398,358,360
416,378,380
379,331,329
380,332,336
380,336,331
410,370,372
375,327,325
405,367,365
361,311,359
375,377,327
411,373,371
369,319,367
349,297,347
352,302,354
364,362,314
357,359,307
399,361,359
395,397,353
407,369,367
398,360,400
398,356,358
352,350,300
398,354,356
384,382,340
342,292,344
403,365,363
397,355,353
393,351,349
388,344,346
373,325,323
416,380,379
403,405,365
396,352,354
340,338,288
338,286,288
333,285,337
333,337,287
334,310,358
334,358,308
378,328,330
378,330,380
373,375,325
373,323,371
435,404,406
396,394,352
427,392,394
404,364,366
335,359,311
335,311,259
338,337,286
418,382,384
379,329,377
379,380,331
413,375,373
417,379,377
392,348,350
413,415,375
410,372,412
406,366,368
390,346,348
389,347,345
407,409,369
399,401,361
418,383,382
383,341,339
386,342,344
391,349,347
399,357,355
401,363,361
381,339,337
389,391,347
409,371,369
393,395,351
401,403,363
393,349,391
430,397,395
434,405,403
444,415,413
445,443,414
399,355,397
432,403,401
407,367,405
409,411,371
390,348,392
390,388,346
432,434,403
436,407,405
415,377,375
415,417,377
408,368,370
408,370,410
387,345,343
387,389,345
418,385,383
430,395,428
408,406,368
387,343,385
416,379,417
413,373,411
386,384,342
386,344,388
394,350,352
394,392,350
404,366,406
400,360,362
381,337,338
382,338,340
435,433,404
444,413,442
414,374,376
414,412,374
437,406,408
427,394,429
402,362,364
402,400,362
399,359,357
430,432,397
437,435,406
442,413,411
381,338,382
383,339,381
444,445,415
414,376,416
84,447,449
443,412,414
451,423,425
429,394,396
424,391,389
425,390,392
402,364,404
425,392,427
383,385,341
383,381,382
423,388,390
428,395,393
422,389,387
463,437,439
398,396,354
433,402,404
431,396,398
431,398,400
431,429,396
431,400,402
420,387,385
418,420,385
422,424,389
422,387,420
433,431,402
457,429,431
457,455,429
436,405,434
441,410,412
451,425,453
440,411,409
426,393,391
453,425,427
419,384,386
419,418,384
84,470,447
426,428,393
440,442,411
441,412,443
461,435,437
457,431,433
455,427,429
426,391,424
458,434,432
445,416,417
445,414,416
421,386,388
447,419,421
461,437,463
452,426,424
432,401,399
432,399,397
425,423,390
439,408,410
438,409,407
439,437,408
458,432,430
456,430,428
439,410,441
438,440,409
421,419,386
421,388,423
456,428,454
448,422,420
469,443,445
466,442,440
438,407,436
446,418,419
469,467,443
468,444,442
452,454,426
459,433,435
454,428,426
458,430,456
461,459,435
453,427,455
467,441,443
460,436,434
446,419,447
464,440,438
449,421,423
449,447,421
446,420,418
465,439,441
465,463,439
464,438,462
462,438,436
464,466,440
450,424,422
450,422,448
475,459,477
460,434,458
468,469,444
474,454,452
